order_id,order_date,category,region,payment_mode,quantity,unit_price,discount_pct,revenue,cost,profit,profit_margin,returned,month,month_name,quarter,week
2533,2023-01-19 10:23:59.596791935,Clothing,East,UPI,5,1993.48,10.0,8970.66,4549.87,4420.79,49.28,0,1,Jan,1,3
2534,2023-01-19 10:34:28.601372027,Electronics,West,UPI,5,42026.04,10.0,189117.18,103766.22,85350.96,45.13,0,1,Jan,1,3
2535,2023-01-19 10:44:57.605952119,Sports,West,Credit Card,5,7083.92,15.0,30106.66,18781.54,11325.12,37.62,0,1,Jan,1,3
2536,2023-01-19 10:55:26.610532210,Books,Central,Net Banking,2,622.61,10.0,1120.7,772.7,348.0,31.05,0,1,Jan,1,3
2537,2023-01-19 11:05:55.615112302,Sports,South,Debit Card,4,14297.49,25.0,42892.47,39436.67,3455.8,8.06,1,1,Jan,1,3
2538,2023-01-19 11:16:24.619692393,Electronics,West,COD,1,44315.29,10.0,39883.76,24073.55,15810.21,39.64,0,1,Jan,1,3
2539,2023-01-19 11:26:53.624272485,Sports,East,COD,1,11165.72,0.0,11165.72,7170.46,3995.26,35.78,0,1,Jan,1,3
2540,2023-01-19 11:37:22.628852577,Sports,South,Net Banking,3,13902.15,0.0,41706.45,23833.5,17872.95,42.85,0,1,Jan,1,3
2541,2023-01-19 11:47:51.633432668,Sports,West,Credit Card,4,5376.62,15.0,18280.51,11559.26,6721.25,36.77,0,1,Jan,1,3
2542,2023-01-19 11:58:20.638012760,Sports,South,UPI,4,6172.83,0.0,24691.32,14433.45,10257.87,41.54,0,1,Jan,1,3
2543,2023-01-19 12:08:49.642592851,Books,Central,COD,5,1187.17,0.0,5935.85,4043.51,1892.34,31.88,0,1,Jan,1,3
2544,2023-01-19 12:19:18.647172943,Home & Kitchen,West,Net Banking,1,12844.92,0.0,12844.92,6699.13,6145.79,47.85,0,1,Jan,1,3
2545,2023-01-19 12:29:47.651753035,Electronics,West,Debit Card,4,42782.89,10.0,154018.4,85000.55,69017.85,44.81,0,1,Jan,1,3
2546,2023-01-19 12:40:16.656333126,Home & Kitchen,South,Credit Card,4,14251.48,30.0,39904.14,35817.49,4086.65,10.24,0,1,Jan,1,3
2547,2023-01-19 12:50:45.660913218,Electronics,West,UPI,5,73845.88,10.0,332306.46,169851.58,162454.88,48.89,0,1,Jan,1,3
2548,2023-01-19 13:01:14.665493309,Clothing,South,COD,1,2888.23,0.0,2888.23,1604.72,1283.51,44.44,0,1,Jan,1,3
2549,2023-01-19 13:11:43.670073401,Clothing,South,Credit Card,5,3675.98,10.0,16541.91,9891.97,6649.94,40.2,0,1,Jan,1,3
2550,2023-01-19 13:22:12.674653493,Electronics,West,UPI,5,74949.44,15.0,318535.12,195370.64,123164.48,38.67,0,1,Jan,1,3
2551,2023-01-19 13:32:41.679233584,Clothing,East,Debit Card,5,4855.79,0.0,24278.95,14537.01,9741.94,40.13,0,1,Jan,1,3
2552,2023-01-19 13:43:10.683813676,Electronics,Central,UPI,5,17831.28,0.0,89156.4,50731.85,38424.55,43.1,0,1,Jan,1,3
2553,2023-01-19 13:53:39.688393767,Books,South,UPI,1,504.42,5.0,479.2,308.79,170.41,35.56,0,1,Jan,1,3
2554,2023-01-19 14:04:08.692973859,Beauty,East,Debit Card,3,2989.06,10.0,8070.46,5842.44,2228.02,27.61,0,1,Jan,1,3
2555,2023-01-19 14:14:37.697553951,Electronics,South,UPI,5,68148.28,10.0,306667.26,236088.55,70578.71,23.01,0,1,Jan,1,3
2556,2023-01-19 14:25:06.702134042,Beauty,East,Credit Card,1,2765.83,0.0,2765.83,1425.18,1340.65,48.47,0,1,Jan,1,3
2557,2023-01-19 14:35:35.706714134,Home & Kitchen,West,UPI,1,16202.49,15.0,13772.12,10959.4,2812.72,20.42,0,1,Jan,1,3
2558,2023-01-19 14:46:04.711294225,Clothing,Central,Net Banking,4,3822.51,5.0,14525.54,9732.81,4792.73,33.0,0,1,Jan,1,3
2559,2023-01-19 14:56:33.715874317,Electronics,East,Credit Card,4,21896.38,30.0,61309.86,43839.01,17470.85,28.5,1,1,Jan,1,3
2560,2023-01-19 15:07:02.720454409,Home & Kitchen,North,Net Banking,3,12749.43,30.0,26773.8,18931.4,7842.4,29.29,0,1,Jan,1,3
2561,2023-01-19 15:17:31.725034500,Books,South,UPI,2,965.18,10.0,1737.32,1137.52,599.8,34.52,0,1,Jan,1,3
2562,2023-01-19 15:28:00.729614592,Sports,East,Credit Card,1,12851.64,10.0,11566.48,8387.7,3178.78,27.48,0,1,Jan,1,3
2563,2023-01-19 15:38:29.734194683,Electronics,Central,Net Banking,3,17987.98,10.0,48567.55,31379.67,17187.88,35.39,0,1,Jan,1,3
2564,2023-01-19 15:48:58.738774775,Electronics,Central,Credit Card,4,59951.05,10.0,215823.78,130582.34,85241.44,39.5,0,1,Jan,1,3
2565,2023-01-19 15:59:27.743354867,Clothing,Central,Credit Card,3,743.33,30.0,1560.99,1558.6,2.39,0.15,0,1,Jan,1,3
2566,2023-01-19 16:09:56.747934958,Clothing,East,Credit Card,1,4491.45,10.0,4042.3,2247.36,1794.94,44.4,0,1,Jan,1,3
2567,2023-01-19 16:20:25.752515050,Electronics,East,UPI,3,25937.44,30.0,54468.62,48323.89,6144.73,11.28,0,1,Jan,1,3
2568,2023-01-19 16:30:54.757095141,Clothing,West,Net Banking,4,1958.01,5.0,7440.44,4634.22,2806.22,37.72,0,1,Jan,1,3
2569,2023-01-19 16:41:23.761675233,Books,North,Debit Card,4,198.33,25.0,594.99,424.04,170.95,28.73,0,1,Jan,1,3
2570,2023-01-19 16:51:52.766255325,Beauty,East,UPI,5,1970.84,25.0,7390.65,5988.11,1402.54,18.98,0,1,Jan,1,3
2571,2023-01-19 17:02:21.770835416,Clothing,West,Net Banking,3,329.91,30.0,692.81,609.26,83.55,12.06,0,1,Jan,1,3
2572,2023-01-19 17:12:50.775415508,Beauty,South,Credit Card,2,809.44,15.0,1376.05,1126.6,249.45,18.13,0,1,Jan,1,3
2573,2023-01-19 17:23:19.779995599,Clothing,North,Debit Card,2,340.87,5.0,647.65,422.97,224.68,34.69,0,1,Jan,1,3
2574,2023-01-19 17:33:48.784575691,Home & Kitchen,Central,COD,4,14826.3,10.0,53374.68,29303.37,24071.31,45.1,0,1,Jan,1,3
2575,2023-01-19 17:44:17.789155783,Electronics,North,Net Banking,3,71858.97,15.0,183240.37,106621.8,76618.57,41.81,0,1,Jan,1,3
2576,2023-01-19 17:54:46.793735874,Sports,South,UPI,1,11957.66,0.0,11957.66,6772.62,5185.04,43.36,0,1,Jan,1,3
2577,2023-01-19 18:05:15.798315966,Beauty,East,UPI,2,2020.86,0.0,4041.72,1934.11,2107.61,52.15,0,1,Jan,1,3
2578,2023-01-19 18:15:44.802896057,Home & Kitchen,East,UPI,2,19143.38,0.0,38286.76,20506.77,17779.99,46.44,0,1,Jan,1,3
2579,2023-01-19 18:26:13.807476149,Clothing,West,Credit Card,5,4079.39,5.0,19377.1,13902.92,5474.18,28.25,0,1,Jan,1,3
2580,2023-01-19 18:36:42.812056241,Sports,East,Credit Card,2,13851.13,20.0,22161.81,13106.35,9055.46,40.86,0,1,Jan,1,3
2581,2023-01-19 18:47:11.816636332,Electronics,East,Credit Card,5,12224.11,5.0,58064.52,35805.52,22259.0,38.33,0,1,Jan,1,3
2582,2023-01-19 18:57:40.821216424,Books,North,Credit Card,3,430.63,0.0,1291.89,793.4,498.49,38.59,0,1,Jan,1,3
2583,2023-01-19 19:08:09.825796515,Home & Kitchen,South,Credit Card,4,6493.38,0.0,25973.52,15349.04,10624.48,40.91,1,1,Jan,1,3
2584,2023-01-19 19:18:38.830376607,Clothing,Central,UPI,4,4718.79,0.0,18875.16,11446.93,7428.23,39.35,0,1,Jan,1,3
2585,2023-01-19 19:29:07.834956699,Home & Kitchen,Central,UPI,3,12152.89,15.0,30989.87,17609.72,13380.15,43.18,1,1,Jan,1,3
2586,2023-01-19 19:39:36.839536790,Home & Kitchen,West,Net Banking,4,9191.83,20.0,29413.86,16751.17,12662.69,43.05,0,1,Jan,1,3
2587,2023-01-19 19:50:05.844116882,Electronics,South,COD,4,17231.2,0.0,68924.8,44160.94,24763.86,35.93,0,1,Jan,1,3
2588,2023-01-19 20:00:34.848696973,Sports,North,Debit Card,3,7615.43,15.0,19419.35,12151.83,7267.52,37.42,0,1,Jan,1,3
2589,2023-01-19 20:11:03.853277065,Electronics,Central,Debit Card,1,78261.88,15.0,66522.6,44117.78,22404.82,33.68,0,1,Jan,1,3
2590,2023-01-19 20:21:32.857857157,Sports,West,COD,2,3710.41,15.0,6307.7,5023.68,1284.02,20.36,0,1,Jan,1,3
2591,2023-01-19 20:32:01.862437248,Books,East,COD,5,511.37,10.0,2301.16,1694.63,606.53,26.36,0,1,Jan,1,3
2592,2023-01-19 20:42:30.867017340,Books,East,Net Banking,4,508.24,0.0,2032.96,1251.48,781.48,38.44,0,1,Jan,1,3
2593,2023-01-19 20:52:59.871597432,Home & Kitchen,North,Credit Card,3,1408.08,0.0,4224.24,2293.95,1930.29,45.7,0,1,Jan,1,3
2594,2023-01-19 21:03:28.876177523,Home & Kitchen,Central,Net Banking,1,4366.59,15.0,3711.6,2313.52,1398.08,37.67,0,1,Jan,1,3
2595,2023-01-19 21:13:57.880757615,Electronics,East,Credit Card,1,57035.72,0.0,57035.72,32621.92,24413.8,42.8,0,1,Jan,1,3
2596,2023-01-19 21:24:26.885337706,Sports,West,COD,2,4363.48,10.0,7854.26,4224.01,3630.25,46.22,0,1,Jan,1,3
2597,2023-01-19 21:34:55.889917798,Clothing,West,Credit Card,3,2474.95,5.0,7053.61,4446.41,2607.2,36.96,0,1,Jan,1,3
2598,2023-01-19 21:45:24.894497890,Home & Kitchen,Central,Net Banking,4,17218.99,0.0,68875.96,45583.6,23292.36,33.82,0,1,Jan,1,3
2599,2023-01-19 21:55:53.899077981,Clothing,North,Credit Card,5,4055.27,30.0,14193.44,13121.07,1072.37,7.56,1,1,Jan,1,3
2600,2023-01-19 22:06:22.903658073,Electronics,West,UPI,3,67006.87,0.0,201020.61,116889.04,84131.57,41.85,0,1,Jan,1,3
2601,2023-01-19 22:16:51.908238164,Home & Kitchen,South,UPI,5,15661.63,0.0,78308.15,47240.8,31067.35,39.67,0,1,Jan,1,3
2602,2023-01-19 22:27:20.912818256,Electronics,West,UPI,3,37127.47,0.0,111382.41,58106.26,53276.15,47.83,0,1,Jan,1,3
2603,2023-01-19 22:37:49.917398348,Sports,North,UPI,2,9349.07,0.0,18698.14,12205.33,6492.81,34.72,0,1,Jan,1,3
2604,2023-01-19 22:48:18.921978439,Clothing,West,UPI,2,1221.69,10.0,2199.04,1229.2,969.84,44.1,0,1,Jan,1,3
2605,2023-01-19 22:58:47.926558531,Electronics,East,COD,4,68572.19,15.0,233145.45,176441.23,56704.22,24.32,0,1,Jan,1,3
2606,2023-01-19 23:09:16.931138622,Home & Kitchen,North,COD,5,1959.38,5.0,9307.06,5563.71,3743.35,40.22,1,1,Jan,1,3
2607,2023-01-19 23:19:45.935718714,Electronics,East,Credit Card,4,76120.81,10.0,274034.92,176444.48,97590.44,35.61,0,1,Jan,1,3
2608,2023-01-19 23:30:14.940298806,Clothing,East,Credit Card,3,4195.47,0.0,12586.41,8137.57,4448.84,35.35,0,1,Jan,1,3
2609,2023-01-19 23:40:43.944878897,Sports,Central,UPI,1,3383.51,15.0,2875.98,2189.5,686.48,23.87,0,1,Jan,1,3
2610,2023-01-19 23:51:12.949458989,Electronics,North,Net Banking,3,62096.46,15.0,158345.97,103453.26,54892.71,34.67,0,1,Jan,1,3
2611,2023-01-20 00:01:41.954039080,Books,East,UPI,4,493.32,15.0,1677.29,1328.86,348.43,20.77,0,1,Jan,1,3
2612,2023-01-20 00:12:10.958619172,Electronics,Central,UPI,2,57840.83,0.0,115681.66,68194.69,47486.97,41.05,0,1,Jan,1,3
2613,2023-01-20 00:22:39.963199264,Electronics,Central,COD,4,17167.09,10.0,61801.52,45538.04,16263.48,26.32,0,1,Jan,1,3
2614,2023-01-20 00:33:08.967779355,Sports,East,Net Banking,2,12942.57,10.0,23296.63,12584.55,10712.08,45.98,0,1,Jan,1,3
2615,2023-01-20 00:43:37.972359447,Clothing,East,Net Banking,3,3427.76,10.0,9254.95,5207.36,4047.59,43.73,0,1,Jan,1,3
2616,2023-01-20 00:54:06.976939538,Electronics,South,UPI,1,25728.83,5.0,24442.39,13447.81,10994.58,44.98,0,1,Jan,1,3
2617,2023-01-20 01:04:35.981519630,Clothing,North,Credit Card,4,4474.06,10.0,16106.62,10955.36,5151.26,31.98,0,1,Jan,1,3
2618,2023-01-20 01:15:04.986099722,Clothing,Central,Credit Card,4,3027.93,10.0,10900.55,5479.33,5421.22,49.73,0,1,Jan,1,3
2619,2023-01-20 01:25:33.990679813,Books,North,UPI,4,940.54,20.0,3009.73,2075.58,934.15,31.04,0,1,Jan,1,3
2620,2023-01-20 01:36:02.995259905,Clothing,Central,COD,3,4945.89,10.0,13353.9,6782.19,6571.71,49.21,0,1,Jan,1,3
2621,2023-01-20 01:46:31.999839996,Books,West,COD,4,620.52,5.0,2357.98,1362.94,995.04,42.2,0,1,Jan,1,3
2622,2023-01-20 01:57:01.004420088,Books,West,COD,2,407.12,20.0,651.39,436.14,215.25,33.04,0,1,Jan,1,3
2623,2023-01-20 02:07:30.009000180,Clothing,Central,Credit Card,3,4218.08,5.0,12021.53,6147.47,5874.06,48.86,0,1,Jan,1,3
2624,2023-01-20 02:17:59.013580271,Beauty,South,Debit Card,2,699.77,25.0,1049.66,845.62,204.04,19.44,0,1,Jan,1,3
2625,2023-01-20 02:28:28.018160363,Clothing,West,UPI,1,1419.09,10.0,1277.18,716.71,560.47,43.88,0,1,Jan,1,3
2626,2023-01-20 02:38:57.022740454,Beauty,North,COD,1,1422.87,0.0,1422.87,709.91,712.96,50.11,0,1,Jan,1,3
2627,2023-01-20 02:49:26.027320546,Electronics,East,Net Banking,3,71053.19,5.0,202501.59,140964.63,61536.96,30.39,0,1,Jan,1,3
2628,2023-01-20 02:59:55.031900638,Sports,North,COD,2,5363.84,10.0,9654.91,7178.26,2476.65,25.65,0,1,Jan,1,3
2629,2023-01-20 03:10:24.036480729,Home & Kitchen,North,Credit Card,1,17293.09,15.0,14699.13,9855.33,4843.8,32.95,0,1,Jan,1,3
2630,2023-01-20 03:20:53.041060821,Clothing,North,UPI,1,3481.4,20.0,2785.12,1639.68,1145.44,41.13,0,1,Jan,1,3
2631,2023-01-20 03:31:22.045640912,Sports,Central,Net Banking,4,6075.58,20.0,19441.86,14003.03,5438.83,27.97,0,1,Jan,1,3
2632,2023-01-20 03:41:51.050221004,Sports,Central,UPI,1,4696.75,0.0,4696.75,2599.87,2096.88,44.65,0,1,Jan,1,3
2633,2023-01-20 03:52:20.054801096,Electronics,North,COD,4,28539.96,0.0,114159.84,73541.43,40618.41,35.58,0,1,Jan,1,3
2634,2023-01-20 04:02:49.059381187,Electronics,East,Net Banking,5,20464.97,20.0,81859.88,50301.62,31558.26,38.55,0,1,Jan,1,3
2635,2023-01-20 04:13:18.063961279,Sports,South,UPI,4,6238.9,5.0,23707.82,11884.36,11823.46,49.87,0,1,Jan,1,3
2636,2023-01-20 04:23:47.068541370,Sports,South,UPI,5,11243.22,0.0,56216.1,28887.63,27328.47,48.61,0,1,Jan,1,3
2637,2023-01-20 04:34:16.073121462,Beauty,West,UPI,4,1118.63,5.0,4250.79,2195.76,2055.03,48.34,0,1,Jan,1,3
2638,2023-01-20 04:44:45.077701554,Sports,West,UPI,1,3080.51,20.0,2464.41,2035.25,429.16,17.41,0,1,Jan,1,3
2639,2023-01-20 04:55:14.082281645,Beauty,East,Credit Card,3,1175.26,30.0,2468.05,1836.92,631.13,25.57,0,1,Jan,1,3
2640,2023-01-20 05:05:43.086861737,Sports,North,Credit Card,1,6184.9,20.0,4947.92,3831.33,1116.59,22.57,0,1,Jan,1,3
2641,2023-01-20 05:16:12.091441828,Clothing,Central,Credit Card,4,4715.08,5.0,17917.3,9056.57,8860.73,49.45,0,1,Jan,1,3
2642,2023-01-20 05:26:41.096021920,Electronics,West,Credit Card,4,51531.75,25.0,154595.25,135367.86,19227.39,12.44,1,1,Jan,1,3
2643,2023-01-20 05:37:10.100602012,Books,North,UPI,2,1045.3,20.0,1672.48,1178.36,494.12,29.54,0,1,Jan,1,3
2644,2023-01-20 05:47:39.105182103,Sports,South,Net Banking,5,5785.16,5.0,27479.51,19202.87,8276.64,30.12,1,1,Jan,1,3
2645,2023-01-20 05:58:08.109762195,Electronics,East,Net Banking,5,79152.16,20.0,316608.64,205897.89,110710.75,34.97,0,1,Jan,1,3
2646,2023-01-20 06:08:37.114342286,Clothing,Central,UPI,2,1324.11,0.0,2648.22,1552.82,1095.4,41.36,0,1,Jan,1,3
2647,2023-01-20 06:19:06.118922378,Beauty,Central,Net Banking,3,1229.91,10.0,3320.76,2243.62,1077.14,32.44,1,1,Jan,1,3
2648,2023-01-20 06:29:35.123502470,Home & Kitchen,West,Debit Card,5,5984.23,5.0,28425.09,17156.94,11268.15,39.64,0,1,Jan,1,3
2649,2023-01-20 06:40:04.128082561,Clothing,North,Debit Card,1,4155.39,10.0,3739.85,2138.34,1601.51,42.82,0,1,Jan,1,3
2650,2023-01-20 06:50:33.132662653,Home & Kitchen,Central,COD,3,7361.13,10.0,19875.05,14236.5,5638.55,28.37,0,1,Jan,1,3
2651,2023-01-20 07:01:02.137242744,Electronics,South,Debit Card,5,69134.12,0.0,345670.6,162440.97,183229.63,53.01,0,1,Jan,1,3
2652,2023-01-20 07:11:31.141822836,Clothing,South,Credit Card,2,2399.99,20.0,3839.98,2332.68,1507.3,39.25,0,1,Jan,1,3
2653,2023-01-20 07:22:00.146402928,Clothing,East,Credit Card,3,2031.39,0.0,6094.17,2864.31,3229.86,53.0,0,1,Jan,1,3
2654,2023-01-20 07:32:29.150983019,Electronics,East,Debit Card,5,38428.55,5.0,182535.61,100823.18,81712.43,44.77,0,1,Jan,1,3
2655,2023-01-20 07:42:58.155563111,Sports,South,Credit Card,1,9736.43,10.0,8762.79,6751.57,2011.22,22.95,0,1,Jan,1,3
2656,2023-01-20 07:53:27.160143202,Clothing,South,COD,2,962.64,10.0,1732.75,927.06,805.69,46.5,0,1,Jan,1,3
2657,2023-01-20 08:03:56.164723294,Books,North,UPI,5,403.69,5.0,1917.53,1404.52,513.01,26.75,0,1,Jan,1,3
2658,2023-01-20 08:14:25.169303386,Books,Central,Debit Card,1,322.96,30.0,226.07,149.69,76.38,33.79,0,1,Jan,1,3
2659,2023-01-20 08:24:54.173883477,Electronics,North,Net Banking,3,37038.25,15.0,94447.54,74268.19,20179.35,21.37,0,1,Jan,1,3
2660,2023-01-20 08:35:23.178463569,Sports,East,UPI,4,2882.88,10.0,10378.37,7238.73,3139.64,30.25,0,1,Jan,1,3
2661,2023-01-20 08:45:52.183043660,Home & Kitchen,East,Credit Card,3,9503.96,15.0,24235.1,16231.75,8003.35,33.02,0,1,Jan,1,3
2662,2023-01-20 08:56:21.187623752,Books,East,Credit Card,4,728.7,15.0,2477.58,1934.83,542.75,21.91,0,1,Jan,1,3
2663,2023-01-20 09:06:50.192203844,Electronics,Central,Net Banking,3,35310.01,0.0,105930.03,55765.22,50164.81,47.36,0,1,Jan,1,3
2664,2023-01-20 09:17:19.196783935,Sports,West,UPI,1,719.44,0.0,719.44,405.26,314.18,43.67,0,1,Jan,1,3
2665,2023-01-20 09:27:48.201364027,Home & Kitchen,East,Debit Card,2,7229.08,15.0,12289.44,7613.6,4675.84,38.05,0,1,Jan,1,3
2666,2023-01-20 09:38:17.205944118,Clothing,East,UPI,4,2383.61,0.0,9534.44,6653.81,2880.63,30.21,0,1,Jan,1,3
2667,2023-01-20 09:48:46.210524210,Electronics,North,UPI,3,23531.62,0.0,70594.86,41867.46,28727.4,40.69,1,1,Jan,1,3
2668,2023-01-20 09:59:15.215104302,Sports,North,Credit Card,3,12093.57,20.0,29024.57,23425.87,5598.7,19.29,0,1,Jan,1,3
2669,2023-01-20 10:09:44.219684393,Sports,West,COD,3,11893.07,15.0,30327.33,18791.52,11535.81,38.04,0,1,Jan,1,3
2670,2023-01-20 10:20:13.224264485,Clothing,West,Net Banking,2,1240.52,5.0,2356.99,1148.74,1208.25,51.26,0,1,Jan,1,3
2671,2023-01-20 10:30:42.228844576,Sports,West,Debit Card,3,6242.72,30.0,13109.71,12587.61,522.1,3.98,0,1,Jan,1,3
2672,2023-01-20 10:41:11.233424668,Clothing,West,UPI,5,698.86,0.0,3494.3,1896.68,1597.62,45.72,0,1,Jan,1,3
2673,2023-01-20 10:51:40.238004760,Sports,North,Debit Card,5,12022.43,25.0,45084.11,35395.39,9688.72,21.49,0,1,Jan,1,3
2674,2023-01-20 11:02:09.242584851,Electronics,East,UPI,4,47135.67,5.0,179115.55,107393.08,71722.47,40.04,0,1,Jan,1,3
2675,2023-01-20 11:12:38.247164943,Books,North,COD,3,1167.73,5.0,3328.03,1823.69,1504.34,45.2,0,1,Jan,1,3
2676,2023-01-20 11:23:07.251745034,Clothing,South,Credit Card,4,2783.06,25.0,8349.18,5480.42,2868.76,34.36,0,1,Jan,1,3
2677,2023-01-20 11:33:36.256325126,Clothing,South,COD,4,2865.18,5.0,10887.68,7638.93,3248.75,29.84,0,1,Jan,1,3
2678,2023-01-20 11:44:05.260905218,Electronics,East,UPI,2,35838.96,10.0,64510.13,49105.87,15404.26,23.88,0,1,Jan,1,3
2679,2023-01-20 11:54:34.265485309,Electronics,West,Net Banking,4,64089.44,10.0,230721.98,172615.44,58106.54,25.18,0,1,Jan,1,3
2680,2023-01-20 12:05:03.270065401,Home & Kitchen,East,UPI,3,7388.93,0.0,22166.79,12853.14,9313.65,42.02,0,1,Jan,1,3
2681,2023-01-20 12:15:32.274645492,Clothing,South,Debit Card,3,316.85,0.0,950.55,579.36,371.19,39.05,0,1,Jan,1,3
2682,2023-01-20 12:26:01.279225584,Books,East,Credit Card,1,723.66,15.0,615.11,350.92,264.19,42.95,0,1,Jan,1,3
2683,2023-01-20 12:36:30.283805676,Electronics,West,UPI,4,31619.1,0.0,126476.4,67952.02,58524.38,46.27,0,1,Jan,1,3
2684,2023-01-20 12:46:59.288385767,Clothing,North,UPI,2,576.42,15.0,979.91,519.21,460.7,47.01,0,1,Jan,1,3
2685,2023-01-20 12:57:28.292965859,Clothing,West,UPI,3,1975.27,15.0,5036.94,3460.58,1576.36,31.3,0,1,Jan,1,3
2686,2023-01-20 13:07:57.297545950,Electronics,North,Credit Card,4,75268.84,10.0,270967.82,167911.91,103055.91,38.03,1,1,Jan,1,3
2687,2023-01-20 13:18:26.302126042,Electronics,South,UPI,3,64420.45,30.0,135282.94,117054.84,18228.1,13.47,0,1,Jan,1,3
2688,2023-01-20 13:28:55.306706134,Clothing,Central,Credit Card,3,753.45,20.0,1808.28,1181.41,626.87,34.67,0,1,Jan,1,3
2689,2023-01-20 13:39:24.311286225,Home & Kitchen,East,Credit Card,2,9479.33,20.0,15166.93,10356.67,4810.26,31.72,0,1,Jan,1,3
2690,2023-01-20 13:49:53.315866317,Clothing,Central,Net Banking,1,861.44,5.0,818.37,532.27,286.1,34.96,0,1,Jan,1,3
2691,2023-01-20 14:00:22.320446408,Home & Kitchen,West,UPI,5,4262.57,0.0,21312.85,10450.69,10862.16,50.97,0,1,Jan,1,3
2692,2023-01-20 14:10:51.325026500,Home & Kitchen,North,UPI,2,12373.78,0.0,24747.56,14927.28,9820.28,39.68,0,1,Jan,1,3
2693,2023-01-20 14:21:20.329606592,Electronics,West,Debit Card,2,5729.89,15.0,9740.81,7753.4,1987.41,20.4,0,1,Jan,1,3
2694,2023-01-20 14:31:49.334186683,Home & Kitchen,West,Credit Card,3,12791.61,10.0,34537.35,22996.83,11540.52,33.41,0,1,Jan,1,3
2695,2023-01-20 14:42:18.338766775,Beauty,South,UPI,1,781.87,10.0,703.68,378.89,324.79,46.16,0,1,Jan,1,3
2696,2023-01-20 14:52:47.343346866,Home & Kitchen,West,UPI,1,18423.32,0.0,18423.32,8373.8,10049.52,54.55,0,1,Jan,1,3
2697,2023-01-20 15:03:16.347926958,Sports,East,UPI,5,901.14,15.0,3829.84,2766.38,1063.46,27.77,0,1,Jan,1,3
2698,2023-01-20 15:13:45.352507050,Clothing,South,COD,1,327.57,15.0,278.43,219.0,59.43,21.34,0,1,Jan,1,3
2699,2023-01-20 15:24:14.357087141,Sports,Central,UPI,4,8698.0,5.0,33052.4,19967.81,13084.59,39.59,0,1,Jan,1,3
2700,2023-01-20 15:34:43.361667233,Sports,West,COD,5,1851.91,10.0,8333.6,4291.77,4041.83,48.5,0,1,Jan,1,3
2701,2023-01-20 15:45:12.366247325,Home & Kitchen,Central,COD,5,8013.57,15.0,34057.67,27575.79,6481.88,19.03,0,1,Jan,1,3
2702,2023-01-20 15:55:41.370827416,Beauty,East,Credit Card,5,1754.6,5.0,8334.35,4882.33,3452.02,41.42,0,1,Jan,1,3
2703,2023-01-20 16:06:10.375407508,Electronics,East,Debit Card,2,47600.44,0.0,95200.88,62399.32,32801.56,34.46,0,1,Jan,1,3
2704,2023-01-20 16:16:39.379987599,Electronics,East,COD,5,46303.05,0.0,231515.25,116923.36,114591.89,49.5,0,1,Jan,1,3
2705,2023-01-20 16:27:08.384567691,Sports,Central,UPI,1,5375.88,5.0,5107.09,3413.04,1694.05,33.17,0,1,Jan,1,3
2706,2023-01-20 16:37:37.389147783,Books,Central,COD,4,950.82,10.0,2662.3,2274.85,387.45,14.55,0,1,Jan,1,3
2707,2023-01-20 16:48:06.393727874,Electronics,North,Credit Card,1,41501.39,0.0,41501.39,22490.44,19010.95,45.81,0,1,Jan,1,3
2708,2023-01-20 16:58:35.398307966,Clothing,South,COD,2,4320.61,10.0,7777.1,5038.28,2738.82,35.22,0,1,Jan,1,3
2709,2023-01-20 17:09:04.402888057,Electronics,West,UPI,5,11810.27,10.0,53146.22,35831.3,17314.92,32.58,0,1,Jan,1,3
2710,2023-01-20 17:19:33.407468149,Clothing,South,UPI,1,1475.63,20.0,1180.5,1018.45,162.05,13.73,0,1,Jan,1,3
2711,2023-01-20 17:30:02.412048241,Sports,East,UPI,5,1291.6,0.0,6458.0,4067.39,2390.61,37.02,0,1,Jan,1,3
2712,2023-01-20 17:40:31.416628332,Home & Kitchen,West,Net Banking,2,6100.77,0.0,12201.54,6900.83,5300.71,43.44,0,1,Jan,1,3
2713,2023-01-20 17:51:00.421208424,Clothing,North,Credit Card,4,4478.34,15.0,15226.36,9421.95,5804.41,38.12,0,1,Jan,1,3
2714,2023-01-20 18:01:29.425788515,Clothing,South,Credit Card,2,4585.21,10.0,8253.38,4579.46,3673.92,44.51,0,1,Jan,1,3
2715,2023-01-20 18:11:58.430368607,Electronics,East,Debit Card,1,67206.74,0.0,67206.74,44041.18,23165.56,34.47,0,1,Jan,1,3
2716,2023-01-20 18:22:27.434948699,Clothing,West,Debit Card,2,2193.63,5.0,4167.9,2921.99,1245.91,29.89,0,1,Jan,1,3
2717,2023-01-20 18:32:56.439528790,Sports,West,Net Banking,1,10770.58,0.0,10770.58,7149.41,3621.17,33.62,0,1,Jan,1,3
2718,2023-01-20 18:43:25.444108882,Beauty,East,UPI,3,2670.48,0.0,8011.44,3913.65,4097.79,51.15,0,1,Jan,1,3
2719,2023-01-20 18:53:54.448688973,Books,Central,Credit Card,1,1175.72,20.0,940.58,691.25,249.33,26.51,0,1,Jan,1,3
2720,2023-01-20 19:04:23.453269065,Electronics,South,UPI,5,25200.9,5.0,119704.28,79186.44,40517.84,33.85,0,1,Jan,1,3
2721,2023-01-20 19:14:52.457849157,Books,West,UPI,3,942.95,0.0,2828.85,1736.08,1092.77,38.63,0,1,Jan,1,3
