Order_ID,Order_Date,Region,Category,Product,Sales,Quantity,Profit
105088,2023-06-12,West,Clothing,Jeans,1725.11,3,98.79
105089,2024-05-30,North,Electronics,Laptop,1010.45,5,181.75
105090,2024-06-23,East,Office Supplies,Printer Paper,31.88,2,3.05
105091,2024-02-14,North,Electronics,Laptop,303.14,2,81.49
105092,2023-02-26,North,Office Supplies,Printer Paper,1799.54,2,491.57
105093,2023-09-22,West,Clothing,Jeans,661.45,3,155.29
105094,2024-12-10,East,Clothing,Jeans,1601.98,4,476.18
105095,2023-06-05,South,Clothing,Jacket,1291.49,1,228.07
105096,2024-08-19,West,Furniture,Desk,1314.19,3,134.9
105097,2024-05-11,North,Clothing,Jacket,1971.4,2,499.91
105098,2023-02-03,West,Furniture,Table,1959.79,4,249.59
105099,2023-09-03,East,Office Supplies,Pen,54.62,5,7.97
105100,2024-07-26,East,Clothing,Jeans,1435.55,5,90.71
105101,2023-02-13,East,Electronics,Tablet,1314.22,5,83.07
105102,2024-04-11,East,Office Supplies,Pen,1816.41,5,130.08
105103,2024-06-07,East,Clothing,Jeans,207.3,3,14.82
105104,2024-02-11,West,Furniture,Desk,967.4,5,52.97
105105,2024-07-11,South,Electronics,Smartphone,572.81,3,137.24
105106,2024-06-24,South,Furniture,Desk,1101.7,5,185.84
105107,2023-12-19,North,Office Supplies,Notebook,77.17,4,14.53
105108,2023-01-31,North,Furniture,Desk,403.91,4,71.73
105109,2024-09-03,South,Office Supplies,Pen,1964.52,3,497.47
105110,2024-02-12,North,Electronics,Tablet,187.83,5,21.75
105111,2024-08-21,North,Clothing,T-Shirt,1351.25,3,76.27
105112,2024-11-09,South,Office Supplies,Pen,973.81,4,159.05
105113,2023-10-21,South,Clothing,Shoes,1084.87,3,120.92
105114,2024-06-24,South,Electronics,Smartphone,637.01,4,117.91
105115,2023-03-27,South,Clothing,Jeans,607.8,2,178.68
105116,2024-09-19,South,Electronics,Headphones,1017.77,1,169.63
105117,2024-08-13,West,Electronics,Tablet,1378.88,5,236.89
105118,2023-12-23,East,Office Supplies,Stapler,609.9,4,160.48
105119,2023-08-06,East,Electronics,Tablet,330.21,5,40.24
105120,2024-06-05,South,Office Supplies,Printer Paper,1985.9,3,476.93
105121,2024-06-01,East,Office Supplies,Notebook,1073.18,1,315.49
105122,2023-06-07,East,Clothing,Shoes,1395.16,3,256.84
105123,2024-09-12,East,Clothing,T-Shirt,1447.51,3,299.33
105124,2024-08-19,East,Clothing,Jeans,1232.65,2,107.7
105125,2023-03-01,North,Electronics,Smartphone,1841.7,2,458.12
105126,2023-06-21,South,Clothing,Jeans,427.93,3,65.92
105127,2023-06-25,North,Electronics,Tablet,24.42,4,2.67
105128,2023-06-24,North,Electronics,Laptop,93.77,5,8.94
105129,2023-10-07,West,Furniture,Bookshelf,675.88,3,127.35
105130,2024-09-28,West,Office Supplies,Printer Paper,624.68,2,126.4
105131,2023-07-06,West,Electronics,Headphones,177.3,3,24.33
105132,2024-07-09,North,Office Supplies,Notebook,1504.38,5,169.05
105133,2024-04-26,South,Furniture,Table,1122.48,2,318.77
105134,2023-02-11,East,Clothing,Jacket,1768.73,2,386.54
105135,2024-11-08,North,Electronics,Smartphone,733.62,3,118.08
105136,2023-10-25,South,Office Supplies,Pen,1824.34,3,267.88
105137,2023-08-07,East,Electronics,Headphones,1141.05,5,261.15
105138,2024-08-02,North,Clothing,T-Shirt,1661.01,1,253.55
105139,2024-07-18,South,Electronics,Tablet,1433.77,4,313.24
105140,2023-12-16,North,Office Supplies,Notebook,354.89,5,52.54
105141,2023-11-21,South,Office Supplies,Printer Paper,1005.56,1,142.33
105142,2024-12-30,North,Office Supplies,Printer Paper,1419.21,5,187.23
105143,2023-12-30,North,Electronics,Smartphone,1398.23,3,247.93
105144,2024-09-02,West,Furniture,Bookshelf,1578.89,4,353.52
105145,2023-11-29,South,Electronics,Tablet,46.77,1,5.91
105146,2023-09-01,East,Electronics,Tablet,312.54,5,74.68
105147,2024-01-02,South,Furniture,Desk,28.49,5,7.05
105148,2024-12-23,North,Furniture,Desk,1510.9,3,190.17
105149,2024-09-11,South,Office Supplies,Printer Paper,1259.05,4,234.2
105150,2024-01-23,South,Furniture,Table,906.51,1,205.54
105151,2023-11-23,East,Furniture,Desk,1073.35,5,313.47
105152,2024-10-01,North,Office Supplies,Stapler,1208.3,2,67.42
105153,2023-07-05,South,Clothing,T-Shirt,981.61,4,182.13
105154,2024-11-14,West,Electronics,Laptop,294.79,2,50.68
105155,2024-02-15,South,Furniture,Bookshelf,1313.17,3,387.45
105156,2023-06-23,East,Furniture,Desk,321.68,2,30.54
105157,2024-05-09,South,Office Supplies,Printer Paper,478.28,4,81.98
105158,2024-05-30,South,Electronics,Laptop,92.72,3,8.72
105159,2023-10-03,West,Furniture,Chair,1775.14,3,416.67
105160,2023-06-13,East,Office Supplies,Stapler,1334.76,5,165.51
105161,2024-05-01,South,Furniture,Desk,1973.92,1,239.5
105162,2023-11-29,North,Office Supplies,Pen,1783.4,1,335.17
105163,2023-11-27,North,Office Supplies,Printer Paper,658.61,5,89.81
105164,2024-06-10,North,Office Supplies,Printer Paper,82.97,5,21.61
105165,2024-02-24,South,Furniture,Table,1607.7,3,231.96
105166,2023-02-21,West,Electronics,Headphones,36.61,3,6.85
105167,2024-01-09,West,Furniture,Table,1820.92,3,197.65
105168,2023-01-01,North,Clothing,Jeans,758.83,1,118.3
105169,2024-11-11,West,Electronics,Headphones,1673.9,2,253.05
105170,2024-07-13,East,Electronics,Laptop,616.45,4,158.96
105171,2023-12-08,North,Clothing,Jacket,1745.54,4,263.43
105172,2024-07-12,East,Clothing,Shoes,1476.26,5,407.23
105173,2023-11-28,East,Electronics,Headphones,1154.43,4,223.61
105174,2024-11-25,East,Electronics,Tablet,699.41,4,124.99
105175,2024-03-13,North,Clothing,Jacket,1179.75,4,73.01
105176,2024-02-25,West,Electronics,Headphones,1862.37,4,123.77
105177,2023-11-11,West,Office Supplies,Pen,1848.26,3,514.73
105178,2024-02-15,North,Electronics,Headphones,1199.13,1,359.13
105179,2023-09-29,East,Office Supplies,Notebook,1184.11,4,72.57
105180,2024-06-04,West,Clothing,Jeans,1564.38,2,438.0
105181,2023-06-21,South,Electronics,Laptop,151.75,3,39.59
105182,2024-01-02,South,Clothing,Jacket,1163.41,4,198.52
105183,2023-04-05,North,Office Supplies,Notebook,969.93,3,68.16
105184,2024-06-11,West,Electronics,Headphones,49.06,2,10.55
105185,2024-01-02,South,Furniture,Desk,769.51,2,171.83
105186,2023-05-13,West,Office Supplies,Notebook,445.45,1,116.7
105187,2023-04-30,South,Electronics,Laptop,1192.56,2,67.66
105188,2023-06-04,West,Electronics,Headphones,696.31,5,72.84
105189,2023-01-14,North,Furniture,Table,1231.98,1,331.45
105190,2024-03-08,West,Electronics,Tablet,1652.73,1,404.6
105191,2024-10-15,South,Furniture,Desk,520.24,3,92.31
105192,2023-01-28,West,Electronics,Headphones,784.14,1,163.21
105193,2023-07-27,North,Office Supplies,Pen,1826.5,1,496.59
105194,2023-12-19,East,Electronics,Laptop,1619.46,5,366.47
105195,2024-12-13,East,Electronics,Laptop,38.08,5,9.28
105196,2024-07-14,West,Office Supplies,Stapler,310.88,3,73.1
105197,2023-10-12,North,Furniture,Table,218.7,1,34.96
105198,2024-04-24,East,Electronics,Headphones,1714.4,3,329.13
105199,2023-07-19,West,Electronics,Smartphone,842.87,2,113.34
105200,2024-04-20,West,Office Supplies,Pen,280.92,1,49.95
105201,2024-03-04,East,Furniture,Bookshelf,1914.04,2,325.9
105202,2024-05-05,South,Clothing,T-Shirt,809.35,5,86.96
105203,2024-04-07,West,Clothing,Jeans,1362.8,2,175.4
105204,2024-11-20,East,Furniture,Bookshelf,1518.74,5,127.71
105205,2023-11-12,South,Electronics,Headphones,1782.91,3,259.61
105206,2024-02-04,North,Clothing,T-Shirt,340.47,4,71.83
105207,2023-12-07,East,Furniture,Bookshelf,274.89,3,30.78
105208,2023-03-24,West,Office Supplies,Notebook,1840.85,4,446.42
105209,2024-10-02,North,Electronics,Headphones,1636.06,3,172.86
105210,2023-11-15,East,Clothing,Jacket,1433.47,4,92.01
105211,2023-08-17,East,Clothing,T-Shirt,1459.3,2,414.53
105212,2023-12-17,South,Electronics,Tablet,802.47,4,139.67
105213,2023-01-06,North,Electronics,Tablet,362.62,3,35.59
105214,2024-09-09,East,Office Supplies,Printer Paper,469.35,5,126.59
105215,2024-07-02,East,Office Supplies,Stapler,1849.94,5,111.32
105216,2023-05-12,East,Electronics,Tablet,884.06,5,121.63
105217,2023-04-28,East,Furniture,Table,1423.72,3,139.54
105218,2024-11-09,East,Electronics,Tablet,1832.47,3,310.63
105219,2023-05-20,North,Electronics,Tablet,559.86,3,108.04
105220,2023-12-27,South,Electronics,Smartphone,1412.72,3,323.36
105221,2024-07-14,South,Clothing,T-Shirt,314.56,4,82.93
105222,2024-01-06,East,Clothing,Shoes,512.69,2,56.34
105223,2024-02-20,East,Furniture,Table,1460.53,5,127.84
105224,2024-05-09,West,Electronics,Smartphone,377.34,3,84.47
105225,2024-03-09,South,Furniture,Desk,668.17,1,97.62
105226,2024-11-12,West,Furniture,Desk,1007.5,2,227.32
105227,2024-02-15,North,Clothing,Jeans,1160.36,4,254.35
105228,2023-08-26,East,Office Supplies,Notebook,663.57,3,128.16
105229,2023-04-26,North,Office Supplies,Notebook,1698.81,3,498.84
105230,2023-07-31,West,Furniture,Desk,1773.74,4,121.97
105231,2023-02-15,East,Furniture,Desk,997.95,3,81.88
105232,2024-06-29,West,Office Supplies,Printer Paper,1396.79,5,71.95
105233,2023-06-23,North,Electronics,Laptop,272.19,4,21.24
105234,2023-09-09,East,Electronics,Headphones,463.62,5,88.27
105235,2023-07-19,West,Clothing,T-Shirt,765.89,2,149.54
105236,2023-07-31,West,Furniture,Chair,1414.03,3,410.31
105237,2023-04-08,East,Clothing,Jacket,207.26,3,28.1
105238,2023-09-13,North,Electronics,Laptop,1903.94,4,500.7
105239,2024-08-19,East,Furniture,Bookshelf,1337.46,1,320.55
105240,2024-08-06,East,Office Supplies,Notebook,1598.8,2,389.39
105241,2024-09-10,North,Electronics,Laptop,1209.18,2,234.11
105242,2023-06-29,South,Office Supplies,Printer Paper,58.27,5,6.22
105243,2023-11-04,North,Electronics,Smartphone,89.98,3,10.7
105244,2023-11-12,North,Furniture,Chair,507.45,2,89.71
105245,2023-08-28,South,Electronics,Headphones,1995.19,5,393.33
105246,2023-10-20,South,Clothing,Jeans,1505.49,4,189.17
105247,2024-09-12,North,Clothing,T-Shirt,1724.43,4,268.0
105248,2024-10-14,North,Electronics,Tablet,475.19,2,85.57
105249,2023-04-27,South,Electronics,Smartphone,805.78,2,62.65
105250,2023-08-20,West,Furniture,Table,1714.64,4,260.94
105251,2024-07-21,North,Office Supplies,Printer Paper,1666.05,5,293.13
105252,2024-12-11,North,Electronics,Smartphone,1260.48,3,315.54
105253,2024-07-10,North,Office Supplies,Printer Paper,1389.74,3,111.31
105254,2023-09-17,West,Electronics,Headphones,1899.08,4,143.14
105255,2024-02-26,West,Clothing,T-Shirt,796.38,3,105.64
105256,2024-04-23,South,Clothing,Shoes,237.66,1,49.86
105257,2024-05-07,South,Office Supplies,Pen,390.4,4,37.08
105258,2024-08-10,North,Clothing,Jacket,1958.89,1,134.18
105259,2024-01-18,East,Clothing,T-Shirt,1550.12,3,167.76
105260,2023-03-11,South,Clothing,Jeans,1929.17,3,148.35
105261,2023-06-27,East,Clothing,Jacket,1410.39,4,260.53
105262,2023-07-25,East,Clothing,Shoes,1139.27,3,239.97
105263,2024-06-11,North,Clothing,Jacket,880.02,5,163.1
105264,2023-12-25,East,Electronics,Tablet,1203.02,5,253.54
105265,2023-08-11,East,Clothing,Shoes,86.55,4,12.88
105266,2024-01-22,South,Furniture,Table,1129.82,1,170.06
105267,2023-06-20,East,Clothing,Shoes,553.49,5,40.63
105268,2023-01-22,South,Furniture,Chair,1588.55,1,257.47
105269,2023-01-21,East,Furniture,Chair,1223.54,3,310.48
105270,2024-04-16,West,Clothing,Shoes,1817.86,1,132.59
105271,2024-03-24,East,Clothing,T-Shirt,403.26,3,86.44
105272,2023-04-12,East,Furniture,Chair,1057.83,5,210.49
105273,2024-06-10,North,Clothing,Jacket,1464.55,4,302.16
105274,2023-07-03,West,Electronics,Laptop,1024.92,4,222.66
105275,2023-05-07,South,Electronics,Tablet,712.18,2,81.58
105276,2023-12-16,East,Furniture,Bookshelf,594.91,3,70.02
105277,2023-08-27,North,Office Supplies,Printer Paper,1798.69,4,427.06
105278,2023-12-04,West,Clothing,Jacket,1507.81,4,130.61
105279,2023-07-17,South,Office Supplies,Pen,222.83,5,24.77
105280,2024-01-01,West,Furniture,Chair,475.23,2,136.11
105281,2023-02-24,West,Electronics,Smartphone,1200.96,2,320.53
105282,2023-08-21,West,Electronics,Headphones,1062.26,2,230.63
105283,2024-03-11,North,Office Supplies,Notebook,185.18,5,33.81
105284,2023-03-29,North,Clothing,Shoes,73.91,4,14.67
105285,2023-05-09,South,Office Supplies,Printer Paper,1406.48,3,173.4
105286,2024-09-19,South,Electronics,Smartphone,669.35,1,79.49
105287,2023-12-23,East,Clothing,Jeans,1177.71,1,327.35
105288,2024-06-18,East,Clothing,Jacket,85.73,2,24.68
105289,2024-01-16,North,Clothing,Shoes,775.1,1,219.37
105290,2024-05-24,North,Electronics,Tablet,1472.49,2,409.43
105291,2024-11-26,North,Office Supplies,Printer Paper,1856.95,5,450.0
105292,2024-05-15,North,Furniture,Bookshelf,877.3,2,48.98
105293,2024-10-22,North,Furniture,Bookshelf,1738.87,3,406.14
105294,2023-10-09,North,Electronics,Tablet,1733.33,3,201.0
105295,2023-03-09,South,Furniture,Desk,1570.27,3,241.25
105296,2023-01-30,East,Furniture,Table,92.47,4,25.37
105297,2023-06-30,South,Office Supplies,Printer Paper,1829.89,4,239.93
105298,2024-03-07,North,Furniture,Table,328.45,4,38.55
105299,2023-02-16,West,Clothing,Jeans,1395.06,3,355.82
105300,2023-12-25,North,Furniture,Bookshelf,903.35,5,196.19
105301,2023-05-24,West,Clothing,Shoes,456.84,2,79.02
105302,2023-08-02,North,Clothing,Jacket,363.28,4,52.52
105303,2024-06-07,West,Office Supplies,Stapler,227.66,5,44.74
105304,2024-02-25,South,Office Supplies,Stapler,168.83,4,12.63
105305,2024-03-02,South,Office Supplies,Printer Paper,1356.35,3,199.12
105306,2023-05-12,South,Electronics,Laptop,1161.32,2,299.98
105307,2024-08-30,East,Office Supplies,Stapler,819.58,5,81.85
105308,2024-10-04,South,Furniture,Chair,596.67,5,51.21
105309,2023-03-28,West,Electronics,Laptop,1905.04,2,409.06
105310,2023-03-25,West,Electronics,Smartphone,120.05,1,29.48
105311,2024-06-13,North,Furniture,Table,1654.24,5,157.76
105312,2023-09-06,South,Office Supplies,Printer Paper,1350.63,2,227.42
105313,2024-06-15,South,Clothing,Jacket,354.61,3,80.21
105314,2023-02-02,West,Clothing,T-Shirt,1977.73,5,174.73
105315,2023-04-18,North,Furniture,Chair,1971.26,3,115.47
105316,2023-04-09,South,Office Supplies,Pen,34.53,1,2.81
105317,2024-06-23,North,Clothing,Jacket,396.46,5,107.72
105318,2024-05-04,South,Furniture,Desk,774.28,1,57.25
105319,2023-08-29,West,Office Supplies,Notebook,1323.19,4,299.37
105320,2024-09-24,East,Electronics,Headphones,1613.13,1,313.9
105321,2023-07-01,East,Furniture,Chair,1240.82,1,136.98
105322,2023-03-14,North,Furniture,Table,409.48,2,20.54
105323,2023-11-29,South,Clothing,Jeans,848.47,2,108.27
105324,2023-01-08,East,Clothing,Jacket,1875.78,3,336.57
105325,2024-09-29,South,Clothing,T-Shirt,992.44,2,154.16
105326,2023-09-21,West,Clothing,T-Shirt,1258.9,1,188.43
105327,2023-10-29,North,Clothing,Jeans,950.93,4,208.61
105328,2024-01-29,East,Furniture,Bookshelf,133.03,5,13.12
105329,2024-06-13,South,Clothing,T-Shirt,1244.42,5,180.53
105330,2024-08-06,West,Clothing,Jeans,368.16,4,59.13
105331,2023-08-25,North,Electronics,Laptop,912.75,5,270.02
105332,2023-11-30,South,Furniture,Chair,711.21,2,78.64
105333,2024-03-27,East,Office Supplies,Printer Paper,1526.79,5,219.59
105334,2024-07-18,East,Furniture,Bookshelf,1107.33,1,226.86
105335,2023-09-05,East,Furniture,Chair,1905.73,3,281.84
105336,2023-02-20,South,Electronics,Tablet,1310.99,1,117.52
105337,2023-03-28,East,Furniture,Desk,1315.19,5,125.65
105338,2024-05-19,North,Clothing,T-Shirt,865.31,5,172.3
105339,2023-10-22,South,Electronics,Headphones,294.52,4,41.12
105340,2024-12-09,West,Office Supplies,Stapler,1292.19,4,166.88
105341,2024-02-18,East,Office Supplies,Notebook,1987.42,2,181.54
105342,2024-07-13,North,Furniture,Table,868.73,2,233.27
105343,2023-04-17,West,Furniture,Chair,138.82,1,28.48
105344,2024-05-22,West,Furniture,Desk,93.79,4,23.59
105345,2024-06-20,North,Furniture,Table,517.43,2,119.26
105346,2023-04-25,South,Furniture,Desk,474.48,3,40.56
105347,2024-11-11,South,Office Supplies,Printer Paper,1707.27,5,254.96
105348,2024-12-07,South,Office Supplies,Stapler,1544.86,2,457.6
105349,2024-07-10,West,Furniture,Chair,107.12,3,25.03
105350,2024-12-13,North,Office Supplies,Printer Paper,608.89,4,41.7
105351,2023-06-03,East,Clothing,Shoes,1336.67,2,136.95
105352,2023-02-04,South,Clothing,T-Shirt,605.12,3,49.08
105353,2023-07-22,South,Office Supplies,Printer Paper,494.2,2,24.74
105354,2024-10-03,West,Electronics,Laptop,171.63,5,33.69
105355,2023-01-27,South,Furniture,Desk,1183.5,5,303.66
105356,2024-07-20,West,Electronics,Smartphone,897.96,5,94.68
105357,2024-07-31,South,Clothing,T-Shirt,1245.61,1,67.79
105358,2024-09-26,West,Clothing,Shoes,1729.88,4,281.83
105359,2023-03-23,West,Clothing,T-Shirt,1821.06,1,285.27
105360,2023-03-07,East,Furniture,Desk,907.5,1,242.04
105361,2024-05-06,West,Office Supplies,Stapler,1319.22,5,213.39
105362,2023-02-04,East,Furniture,Chair,650.31,2,159.14
105363,2024-10-26,East,Clothing,Jacket,1785.64,4,346.04
105364,2024-04-29,South,Electronics,Smartphone,1110.98,3,86.4
105365,2023-08-27,West,Furniture,Table,557.8,3,69.13
105366,2024-05-11,North,Electronics,Laptop,687.67,3,123.21
105367,2023-09-02,West,Office Supplies,Stapler,757.64,3,171.15
105368,2024-12-29,East,Electronics,Tablet,1631.68,4,275.04
105369,2023-06-27,East,Electronics,Laptop,286.31,2,71.4
105370,2023-10-14,West,Clothing,Jacket,1565.56,1,253.53
105371,2024-05-10,West,Electronics,Laptop,1400.04,1,266.79
105372,2023-01-06,West,Office Supplies,Printer Paper,1536.67,5,390.11
105373,2023-04-10,West,Clothing,T-Shirt,1941.4,1,371.61
105374,2024-07-21,West,Furniture,Bookshelf,1261.9,2,246.12
105375,2023-10-18,North,Clothing,T-Shirt,1529.38,1,156.19
105376,2023-11-21,West,Furniture,Table,1468.91,4,344.22
105377,2024-01-11,North,Electronics,Laptop,782.56,3,223.05
105378,2024-08-04,North,Furniture,Table,1694.5,1,358.64
105379,2023-12-04,North,Office Supplies,Stapler,1171.34,2,325.57
105380,2024-07-29,North,Clothing,Shoes,670.69,3,113.99
105381,2023-04-01,East,Clothing,Shoes,1731.98,2,97.98
105382,2023-03-28,East,Furniture,Chair,690.47,4,165.16
105383,2024-07-22,West,Furniture,Table,1372.79,2,132.03
105384,2024-05-22,North,Furniture,Chair,1272.95,4,306.6
105385,2023-01-21,East,Electronics,Smartphone,1861.01,3,522.94
105386,2024-03-31,South,Clothing,Jacket,1594.31,4,242.27
105387,2024-05-03,North,Office Supplies,Pen,1217.95,2,320.85
105388,2024-06-12,South,Clothing,Jacket,988.03,1,158.75
105389,2023-09-18,South,Clothing,Jacket,509.88,5,150.78
105390,2023-12-01,West,Furniture,Table,1513.41,1,89.61
105391,2023-03-12,West,Furniture,Bookshelf,573.68,4,79.6
105392,2024-02-07,North,Electronics,Headphones,517.97,1,129.82
105393,2023-12-18,East,Electronics,Headphones,593.92,1,40.13
105394,2023-01-31,East,Furniture,Desk,1899.76,3,442.36
105395,2024-06-27,North,Furniture,Table,59.4,2,16.7
105396,2024-09-27,East,Electronics,Tablet,784.14,5,161.7
105397,2024-08-26,South,Office Supplies,Stapler,1935.4,5,521.11
105398,2024-01-28,South,Clothing,T-Shirt,1134.37,5,96.3
105399,2024-08-05,East,Office Supplies,Pen,1651.23,2,405.31
105400,2023-10-29,East,Furniture,Desk,1911.9,5,388.84
105401,2023-08-30,East,Office Supplies,Stapler,139.39,1,16.55
105402,2024-11-04,West,Electronics,Headphones,1779.04,2,192.05
105403,2023-10-02,East,Furniture,Desk,1117.68,3,318.06
105404,2024-02-04,West,Electronics,Tablet,1866.59,4,282.08
105405,2024-02-21,East,Furniture,Chair,1665.08,4,252.51
105406,2024-03-26,West,Electronics,Laptop,993.29,2,103.01
105407,2023-03-05,South,Clothing,Jeans,1329.76,2,327.89
105408,2024-09-24,South,Furniture,Chair,222.94,1,25.04
105409,2023-07-08,South,Furniture,Chair,945.24,1,136.28
105410,2024-08-27,East,Electronics,Smartphone,1340.31,3,118.84
105411,2024-02-20,North,Clothing,T-Shirt,1261.32,4,85.09
105412,2024-11-15,East,Electronics,Tablet,1601.64,1,297.58
105413,2024-04-17,East,Furniture,Table,257.33,2,62.95
105414,2024-12-12,North,Clothing,Jeans,1591.31,3,356.92
105415,2023-07-08,West,Furniture,Bookshelf,851.81,4,84.48
105416,2023-11-12,East,Furniture,Desk,1900.85,1,230.19
105417,2023-08-27,West,Electronics,Tablet,926.17,5,192.78
105418,2023-04-09,West,Electronics,Laptop,1089.23,2,130.04
105419,2023-01-31,East,Electronics,Smartphone,661.65,5,157.25
105420,2023-06-17,East,Clothing,Shoes,825.39,3,77.85
105421,2023-03-19,South,Electronics,Tablet,141.63,2,31.92
105422,2024-07-18,South,Clothing,T-Shirt,1841.36,4,143.18
105423,2024-05-08,South,Office Supplies,Pen,432.74,5,66.26
105424,2023-04-15,South,Clothing,T-Shirt,1676.54,5,359.02
105425,2024-04-10,West,Electronics,Smartphone,1985.29,4,324.33
105426,2024-03-11,East,Electronics,Tablet,106.17,2,5.67
105427,2024-05-28,East,Clothing,Jacket,1348.42,1,270.25
105428,2023-11-21,East,Clothing,Shoes,799.52,4,227.82
105429,2023-10-21,North,Clothing,Shoes,1682.39,5,292.25
105430,2023-06-22,North,Clothing,Jacket,816.78,3,130.94
105431,2024-01-26,North,Office Supplies,Printer Paper,1558.15,1,339.52
105432,2024-11-28,South,Furniture,Table,1816.53,5,172.78
105433,2024-12-27,West,Clothing,T-Shirt,356.5,3,27.17
105434,2023-06-23,North,Clothing,Jacket,284.56,2,21.99
105435,2023-05-02,North,Clothing,Jeans,444.4,2,98.03
105436,2023-05-22,South,Clothing,Jeans,1066.39,5,138.69
105437,2023-01-09,North,Clothing,Shoes,934.76,1,269.66
105438,2023-10-29,West,Office Supplies,Notebook,97.78,4,28.02
105439,2024-12-02,East,Furniture,Chair,53.76,1,4.67
105440,2024-06-06,East,Electronics,Tablet,1405.15,3,318.18
105441,2024-04-17,South,Clothing,Jeans,657.11,5,185.87
105442,2023-01-14,West,Clothing,Shoes,1821.5,4,500.15
105443,2024-09-16,South,Electronics,Smartphone,281.86,1,23.55
105444,2023-03-25,South,Electronics,Laptop,1305.97,5,139.03
105445,2023-03-27,East,Clothing,Jeans,301.41,4,81.72
105446,2024-03-18,East,Office Supplies,Pen,1984.8,3,150.62
105447,2023-01-29,North,Electronics,Laptop,1994.93,4,405.18
105448,2024-10-07,South,Clothing,Shoes,1940.78,5,562.98
105449,2023-01-05,West,Office Supplies,Notebook,984.35,4,275.93
105450,2023-10-18,East,Office Supplies,Printer Paper,393.2,1,44.79
105451,2023-05-24,South,Clothing,Shoes,1421.43,3,332.04
105452,2023-07-22,North,Office Supplies,Stapler,1502.29,5,347.44
105453,2024-10-26,West,Electronics,Headphones,1752.02,1,220.21
105454,2024-05-31,North,Clothing,Jacket,1309.15,2,306.77
105455,2023-01-27,West,Furniture,Table,1761.99,4,418.19
105456,2024-03-21,East,Clothing,Jacket,787.8,1,205.43
105457,2024-11-13,North,Electronics,Smartphone,1358.26,1,357.09
105458,2024-02-08,West,Electronics,Headphones,1250.05,5,200.33
105459,2023-09-30,North,Clothing,Shoes,582.61,1,56.2
105460,2023-08-20,North,Office Supplies,Pen,57.08,2,16.31
105461,2023-04-08,West,Office Supplies,Notebook,844.46,4,224.91
105462,2023-09-16,West,Furniture,Table,1838.05,3,348.64
105463,2023-08-12,West,Office Supplies,Stapler,1153.73,4,69.98
105464,2024-12-01,East,Office Supplies,Notebook,1418.18,3,371.71
105465,2023-08-20,East,Clothing,Jacket,1478.78,4,383.9
105466,2023-05-05,South,Clothing,Jeans,197.11,1,42.43
105467,2023-11-20,East,Electronics,Headphones,608.57,3,129.34
105468,2023-02-26,South,Electronics,Smartphone,54.91,2,3.76
105469,2024-09-23,North,Electronics,Smartphone,1743.51,1,396.33
105470,2023-12-25,South,Furniture,Bookshelf,646.29,1,59.07
105471,2023-02-25,North,Furniture,Table,38.25,5,3.79
105472,2023-06-10,South,Clothing,Shoes,1310.03,5,120.84
105473,2024-05-18,East,Furniture,Chair,1923.83,3,198.34
105474,2024-05-09,North,Clothing,Jeans,619.4,4,141.74
105475,2023-04-11,North,Clothing,T-Shirt,1310.84,5,264.03
105476,2023-05-16,West,Office Supplies,Pen,1944.17,3,420.64
105477,2024-02-17,South,Furniture,Desk,840.28,5,82.61
105478,2023-12-02,West,Office Supplies,Stapler,450.74,5,23.84
105479,2024-06-14,East,Furniture,Table,1101.2,4,214.94
105480,2024-12-20,East,Electronics,Headphones,1042.11,5,281.49
105481,2023-03-28,West,Electronics,Tablet,1302.56,3,246.55
105482,2023-12-07,East,Furniture,Bookshelf,102.43,3,16.3
105483,2024-11-03,North,Electronics,Tablet,1028.21,1,79.23
105484,2023-08-28,East,Office Supplies,Printer Paper,1205.38,5,278.45
105485,2023-02-28,South,Clothing,T-Shirt,543.91,1,148.73
105486,2024-01-27,North,Electronics,Headphones,1285.84,1,157.85
105487,2024-04-05,West,Electronics,Headphones,1194.17,5,246.67
105488,2023-10-03,East,Furniture,Chair,1910.03,5,267.3
105489,2023-10-13,East,Clothing,Shoes,1445.53,5,289.05
105490,2024-01-06,North,Electronics,Headphones,1055.84,2,60.71
105491,2024-04-17,South,Electronics,Smartphone,1168.43,4,151.75
105492,2024-01-10,North,Electronics,Smartphone,1544.97,1,84.82
105493,2023-07-28,South,Furniture,Table,1551.66,1,273.01
105494,2023-03-17,North,Clothing,Shoes,1697.49,4,246.61
105495,2023-03-13,South,Furniture,Chair,564.71,2,84.87
105496,2024-03-22,West,Electronics,Laptop,461.65,4,75.09
105497,2023-11-28,West,Office Supplies,Notebook,650.75,1,119.17
105498,2024-10-12,North,Electronics,Headphones,1867.81,1,240.87
105499,2023-06-18,East,Electronics,Smartphone,1058.31,2,238.3
105500,2024-10-10,West,Furniture,Desk,1471.43,1,270.23
105501,2023-11-03,West,Clothing,Jacket,822.92,4,87.4
105502,2024-02-08,South,Clothing,T-Shirt,1824.95,2,133.91
105503,2023-07-10,North,Furniture,Desk,1745.88,2,432.7
105504,2023-12-05,North,Office Supplies,Pen,1500.76,4,188.26
105505,2023-01-17,West,Electronics,Tablet,998.07,2,211.22
105506,2024-09-15,East,Office Supplies,Printer Paper,1147.72,3,148.79
105507,2024-01-17,East,Office Supplies,Notebook,567.26,4,48.55
105508,2023-06-15,West,Office Supplies,Stapler,1063.64,4,248.31
